"Domain","Site","Date","Year","Julian","DOY","Lat","Long","PPT","TMAX","TMIN","TMEAN","PPT14","Photoperiod","GDD","CumGDD","Keep"
"D01","HARV",2014-05-09,2014,220,128,42.4471561,-72.2345782,0.0131619751377066,19.8230755083239,5.15184882320275,12.4868422438079,67.7778767447337,14.3116067693694,2.48684224380786,24.7230382268763,1
"D01","HARV",2014-05-10,2014,221,129,42.4471561,-72.2345782,1.98620846159289,15.8283320760155,10.0855765060113,12.9565121692012,67.7910387198715,14.3500024605746,2.95651216920116,27.6795503960774,1
"D01","HARV",2014-05-11,2014,222,130,42.4471561,-72.2345782,3.04308471396915,25.9915619993314,11.304233876085,18.6473202204151,59.1075321861434,14.3879011977819,8.64732022041506,36.3268706164925,1
"D01","HARV",2014-05-12,2014,223,131,42.4471561,-72.2345782,0,24.7191332655993,6.96412438773927,15.8409197132947,46.9134516838392,14.4252858288118,5.84091971329471,42.1677903297872,1
"D01","HARV",2014-05-13,2014,224,132,42.4471561,-72.2345782,0,29.0025236654463,8.98599401247743,18.9938772776038,46.687887770126,14.4621389320191,8.99387727760383,51.161667607391,1
"D01","HARV",2014-05-14,2014,225,133,42.4471561,-72.2345782,0,15.319101359243,6.35969744996311,10.8390736813229,46.687887770126,14.4984428325807,0.839073681322859,52.0007412887139,1
"D01","HARV",2014-05-15,2014,226,134,42.4471561,-72.2345782,0,23.161153179408,8.38445438615643,15.7722887964411,42.4702665946172,14.5341796204449,5.77228879644107,57.773030085155,1
"D01","HARV",2014-05-16,2014,227,135,42.4471561,-72.2345782,1.50807113238559,24.293486610483,15.4319594068241,19.8620838222141,9.5012810279586,14.5693311699679,9.86208382221409,67.6351139073691,1
"D01","HARV",2014-05-17,2014,228,136,42.4471561,-72.2345782,35.8013269968337,19.5607695293964,12.0745874681561,15.8174387694208,7.3575911898269,14.6038791612558,5.81743876942083,73.4525526767899,1
"D01","HARV",2014-05-18,2014,229,137,42.4471561,-72.2345782,0,20.5845686977529,4.90332115690569,12.743361592091,43.1589181866606,14.6378051032219,2.74336159209101,76.1959142688809,1
"D01","HARV",2014-05-19,2014,230,138,42.4471561,-72.2345782,0,19.4717768144518,3.69811645722126,11.5843814877378,42.5465415705038,14.6710903583609,1.58438148773778,77.7802957566187,1
"D01","HARV",2014-05-20,2014,231,139,42.4471561,-72.2345782,0,18.4183923187488,7.08311658630313,12.7502352883608,42.3518532799191,14.7037161692331,2.7502352883608,80.5305310449795,1
"D01","HARV",2014-05-21,2014,232,140,42.4471561,-72.2345782,0,23.0277494966809,5.2825021127144,14.1547192051593,42.3518532799191,14.73566368664,4.15471920515931,84.6852502501388,1
"D01","HARV",2014-05-22,2014,233,141,42.4471561,-72.2345782,0,24.7641760773636,8.12579838871433,16.4445849404241,42.3518532799191,14.7669139994636,6.44458494042411,91.1298351905629,1
"D01","HARV",2014-05-23,2014,234,142,42.4471561,-72.2345782,9.40571328695965,16.7806923244125,11.5369810728773,14.1584454125833,42.3518532799191,14.797448166129,4.15844541258332,95.2882806031462,1
"D01","HARV",2014-05-24,2014,235,143,42.4471561,-72.2345782,6.0381683534818,16.2019128935426,9.68577584345331,12.9434212152847,51.744404591741,14.8272472476399,2.94342121528471,98.2317018184309,1
"D01","HARV",2014-05-25,2014,236,144,42.4471561,-72.2345782,2.4952752984211,18.1232274005198,7.76830229100076,12.9454932821774,55.7963644836299,14.8562923421214,2.94549328217743,101.177195100608,1
"D01","HARV",2014-05-26,2014,237,145,42.4471561,-72.2345782,1.353019742794,22.9091228692569,8.88482613382511,15.8963785884661,55.2485550680819,14.8845646207949,5.8963785884661,107.073573689074,1
"D01","HARV",2014-05-27,2014,238,146,42.4471561,-72.2345782,0.012441782841037,24.9047508102733,12.5036270079154,18.7035535039454,56.6015748108759,14.912045365294,8.70355350394544,115.77712719302,1
"D01","HARV",2014-05-28,2014,239,147,42.4471561,-72.2345782,14.1105640901566,25.1339744988544,7.27053537576975,16.2019413346814,56.6140165937169,14.9387160062181,6.2019413346814,121.979068527701,1
"D01","HARV",2014-05-29,2014,240,148,42.4471561,-72.2345782,0.0258331842110012,10.3258350327096,2.902598357559,6.61388471557676,70.7245806838735,14.964558162808,0,121.979068527701,1
"D01","HARV",2014-05-30,2014,241,149,42.4471561,-72.2345782,0,19.3991876053917,5.46227594649806,12.4303176990787,70.7504138680845,14.9895536836128,2.43031769907874,124.40938622678,1
"D01","HARV",2014-05-31,2014,242,150,42.4471561,-72.2345782,3.33569017952677,21.4870454601284,7.15977168939141,14.3227243670354,69.2423427356989,15.013684688004,4.32272436703536,128.732110593815,1
"D01","HARV",2014-06-01,2014,243,151,42.4471561,-72.2345782,0.853879677833244,18.9945693383037,4.31284075518523,11.6534758897682,36.7767059183919,15.0369336083827,1.65347588976817,130.385586483584,1
"D01","HARV",2014-06-02,2014,244,152,42.4471561,-72.2345782,0,24.2572541320922,7.07867549658588,15.6673232361381,37.6305855962252,15.0592832329103,5.66732323613812,136.052909719722,1
